Company	Full address	Street	City	State	Code
Edgar Allen American Manganese Steel Company	332 South Michigan avenue,Chicago,IL	332 South Michigan avenue	Chicago	IL	13
Edge Moor Iron Company	,Edge Moor,DE		Edge Moor	DE	13
Edgefield and Nashville Manufacturing Company	First and Main streets,Nashville,TN	First and Main streets	Nashville	TN	13
Edm. V. Price & Company	327 North Van Buren street,Chicago,IL	327 North Van Buren street	Chicago	IL	13
Edward Hines Lumber Company	2431 South Lincoln street,Chicago,IL	2431 South Lincoln street	Chicago	IL	13
Edward N. Cook Plate Company	144 Pine street,Providence,RI	144 Pine street	Providence	RI	13
Edwards & Company Inc	One Hundred and Fortieth and Exterior  streets,New York,NY	One Hundred and Fortieth and Exterior  streets	New York	NY	13
Edwin J. Blake	565 Windsor street,Hartford,CT	565 Windsor street	Hartford	CT	13
Egyptian Powder Company	,East Alton,IL		East Alton	IL	13
Electro Metallurgical Company	79 Wall  street,New York,NY	79 Wall  street	New York	NY	13
Elliott Company	6907 Susquehanna street,Pittsburgh,PA	6907 Susquehanna street	Pittsburgh	PA	13
Emerson-Brantingham Company	,Rockford,IL		Rockford	IL	13
Emil Caiman & Company	100 William  street,New York,NY	100 William  street	New York	NY	13
Emmons Brothers Company	49 Melcher street,Boston,MA	49 Melcher street	Boston	MA	13
Empire Coal and Coke Company	60 Wall  street,New York,NY	60 Wall  street	New York	NY	13
Empire Rubber and Tire Company	Clinton and Mulberry streets,Trenton,NJ	Clinton and Mulberry streets	Trenton	NJ	13
Empire Silk Company	Fulton street,Paterson,NJ	Fulton street	Paterson	NJ	13
Empire Steel and Iron Company	,Catasauqua,PA		Catasauqua	PA	13
Endicott Johnson & Company	,Endicott,NY		Endicott	NY	13
Endurance Tire and Rubber Company	1789  Broadway,New York,NY	1789  Broadway	New York	NY	13
Enterprise Foundry Company	2902-2998 Nineteenth street,San Francisco,CA	2902-2998 Nineteenth street	San Francisco	CA	13
Erie Engine Works	Thirteenth and Walnut streets,Erie,PA	Thirteenth and Walnut streets	Erie	PA	13
Erie Foundry Company	,Erie,PA		Erie	PA	13
Esleeck Manufacturing Company	,Turner's Falls,MA		Turner's Falls	MA	13
Estate Edward R. Ladew	Glen Cove,Long Island,NY	Glen Cove	Long Island	NY	13
Estate of P. D. Beckwith Inc	,Dowagiac,MI		Dowagiac	MI	13
Eugene Dietzgen Company	210-214 East Twenty-third  street,New York,NY	210-214 East Twenty-third  street	New York	NY	13
Eureka Fire Hose Manufacturing Company	Arlington and Wilkinson avenues,Jersey City,NJ	Arlington and Wilkinson avenues	Jersey City	NJ	13
Everett Pulp and Paper Company	,Everett,WA		Everett	WA	13
Excelsior Needle Company	59 Field street,Torrington,CT	59 Field street	Torrington	CT	13
Excelsior Stove and Manufacturing Company	,Quincy,IL		Quincy	IL	13
F% E. Carpenter Company	253  Broadway,New York,NY	253  Broadway	New York	NY	13
F. A. Poth & Sons. Inc.	Thirty-first and Jefferson streets,Philadelphia,PA	Thirty-first and Jefferson streets	Philadelphia	PA	13
F. A. Ringler Company	21 and 23 Barclay street to 26 and 28 Park place,New York,NY	21 and 23 Barclay street to 26 and 28 Park place	New York	NY	13
F. Behrend	54 Front  street,New York,NY	54 Front  street	New York	NY	13
F. C. Stettler	,Portland,OR		Portland	OR	13
F. Engelhardt & Sons	,St Johnsville,NY		St Johnsville	NY	13
F. F. Slocomb & Company Inc	Fourteenth and Poplar streets,Wilmington,DE	Fourteenth and Poplar streets	Wilmington	DE	13
F. G. Smith	774-778 Fulton street,Brooklyn,NY	774-778 Fulton street	Brooklyn	NY	13
F. H. Appleton & Son Inc	185 Summer street,Boston,MA	185 Summer street	Boston	MA	13
F. H. Lovell & Company	,Arlington,NJ		Arlington	NJ	13
F. H. Roberts Company Inc	128 Cross street,Boston,MA	128 Cross street	Boston	MA	13
F. Hohlfelder Company	Gordon avenue and L. S.,Cleveland,OH	Gordon avenue and L. S.	Cleveland	OH	13
F. J. Day & Company	Summer and Harrison streets,Paterson,NJ	Summer and Harrison streets	Paterson	NJ	13
F. L. Schmidt	Eleventh avenue and Twenty-first  street,New York,NY	Eleventh avenue and Twenty-first  street	New York	NY	13
F. N. Burt Company Ltd	Seneca and Hamburg streets,Buffalo,NY	Seneca and Hamburg streets	Buffalo	NY	13
F. O. Engstrum Company	Fifth and Seaton streets,Los Angeles,CA	Fifth and Seaton streets	Los Angeles	CA	13
F. S. Hunting	,Fort Wayne,IN		Fort Wayne	IN	13
F. S. Royster Guano Company	,Norfolk,VA		Norfolk	VA	13
F. T. Ellithorpe & Sons	28 Elm  street,New York,NY	28 Elm  street	New York	NY	13
F. W. Devoe & C. T. Raynolds Company	101 Fulton  street,New York,NY	101 Fulton  street	New York	NY	13
F. W. Tunnell & Company Inc	15 North Fifth street,Philadelphia,PA	15 North Fifth street	Philadelphia	PA	13
Fales & Jenks Machine Company	320 Dexter street,Pawtucket,RI	320 Dexter street	Pawtucket	RI	13
Farley & Loetscher Manufacturing Company	,Dubuque,IA		Dubuque	IA	13
Faultless Starch Company	1025 West Eighth street,Kansas City,MO	1025 West Eighth street	Kansas City	MO	13
Federal Terra Cotta Company	in  Broadway,New York,NY	in  Broadway	New York	NY	13
Field Bros. & Gross Company	185 Essex street,Boston,MA	185 Essex street	Boston	MA	13
Finch Pruyn & Company	,Glens Falls,NY		Glens Falls	NY	13
Fish Brothers Wagon Company	,Racine,WI		Racine	WI	13
Fisher & Norris	37-45 Fair street,Trenton,NJ	37-45 Fair street	Trenton	NJ	13
Fitchburg Steam Engine Company	,Fitchburg,MA		Fitchburg	MA	13
Fitchburg Yam Company	,Fitchburg,MA		Fitchburg	MA	13
Flannery Bolt Company	Vanadium building,Pittsburgh,PA	Vanadium building	Pittsburgh	PA	13
Footer's Dye Works	Mechanic and Howard streets,Cumberland,MD	Mechanic and Howard streets	Cumberland	MD	13
Ford Motor Company	,Detroit,MI		Detroit	MI	13
Forstmann & Huffmann Company Inc	Barbour avenue,Passaic,NJ	Barbour avenue	Passaic	NJ	13
Foster Merriam & Company	31 Cross Street,Meriden,CT	31 Cross Street	Meriden	CT	13
Foster-Creighton-Gould Company	807 First National Bank building,Nashville,TN	807 First National Bank building	Nashville	TN	13
Francis Keil & Son	401-425 East One Hundred and Sixty-third  street,New York,NY	401-425 East One Hundred and Sixty-third  street	New York	NY	13
Frank A. Hall & Sons	44-50 East Nineteenth  street,New York,NY	44-50 East Nineteenth  street	New York	NY	13
Frank Adam Electric Company	914 Pine street,St Louis,MO	914 Pine street	St Louis	MO	13
Frank Schoble & Company	Tenth and Oxford streets,Philadelphia,PA	Tenth and Oxford streets	Philadelphia	PA	13
Franklin Railway Supply Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
Frazer & Jones Company	,Syracuse,NY		Syracuse	NY	13
Fred L. Sayles Company	,Pascoag,RI		Pascoag	RI	13
Fred S. Todd Shoe Conlpany	,Rochester,NY		Rochester	NY	13
Fred T. Ley & Company Inc	Main and State streets,Springfield,MA	Main and State streets	Springfield	MA	13
Frederick Osann Company	130-132 West Twenty-fifth  street,New York,NY	130-132 West Twenty-fifth  street	New York	NY	13
French & Hecht 	,Davenport,IA		Davenport	IA	13
Frictionless Metal Company	1103 Chestnut street,Chattanooga,TN	1103 Chestnut street	Chattanooga	TN	13
Friesleben & Armstrong	124 White  street,New York,NY	124 White  street	New York	NY	13
Frisbie & Stansfield Knitting Company	65 Broad street,Utica,NY	65 Broad street	Utica	NY	13
Frontier Iron Works	42 Letchworth street,Buffalo,NY	42 Letchworth street	Buffalo	NY	13
Frost-Johnson Lumber Company	Wright building,St Louis,MO	Wright building	St Louis	MO	13
Frye & Company	Ninth avenue South,Seattle,WA	Ninth avenue South	Seattle	WA	13
Fuhs & Lovin	14 West Eighteenth  street,New York,NY	14 West Eighteenth  street	New York	NY	13
Fulton Rubber Type Company	130-142 Fulton street,Elizabeth,NJ	130-142 Fulton street	Elizabeth	NJ	13
G. Cramer Dry Plate Company	Shenandoah and Lemp avenues,St Louis,MO	Shenandoah and Lemp avenues	St Louis	MO	13
G. Levor & Company	,Gloversville,NY		Gloversville	NY	13
G. S. Roth & Son Company	113-119 Fourth avenue,New York,NY	113-119 Fourth avenue	New York	NY	13
G. W. Seifried	115 West Fifth street,Cincinnati,OH	115 West Fifth street	Cincinnati	OH	13
Galloway Terra Cotta Company	Walnut and Thirty-second streets,Philadelphia,PA	Walnut and Thirty-second streets	Philadelphia	PA	13
Gardiner & Harris	153-159 Roebling street,Brooklyn,NY	153-159 Roebling street	Brooklyn	NY	13
Gate City Cotton Mills	1209-1210 Fourth National Bank building,Atlanta,GA	1209-1210 Fourth National Bank building	Atlanta	GA	13
General Acoustic Company  	Rockaway road and Beaufort street,Jamaica,NY	Rockaway road and Beaufort street	Jamaica	NY	13
General Baking Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
General Cement Products Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
General Chemical Company	25 Broad  street,New York,NY	25 Broad  street	New York	NY	13
General Gas Light Company	,Kalamazoo,MI		Kalamazoo	MI	13
General Motors Export Company	,Detroit,MI		Detroit	MI	13
General Roofing Manufacturing Company	,East St Louis,IL		East St Louis	IL	13
George A. Fuller Company	111  Broadway,New York,NY	111  Broadway	New York	NY	13
George Craig & Sons	1301 Morris building,Philadelphia,PA	1301 Morris building	Philadelphia	PA	13
George E. Belcher Last Company	Capen and Pleasant streets,Stoughton,MA	Capen and Pleasant streets	Stoughton	MA	13
George E. Keith Company	Campello station,Brockton,MA	Campello station	Brockton	MA	13
George E. Stocking	,Rochelle,IL		Rochelle	IL	13
George F. Shevlin Manufacturing Company	,Saratoga Springs,NY		Saratoga Springs	NY	13
George G. Fetter Company	410-414 West Main street,Louisville,KY	410-414 West Main street	Louisville	KY	13
George H. Cahoone Company	7 Beverly street,Providence,RI	7 Beverly street	Providence	RI	13
George H. Ellis Company	272 Congress street,Boston,MA	272 Congress street	Boston	MA	13
George H. Holmes Company	185 Eddy street,Providence,RI	185 Eddy street	Providence	RI	13
George Lawley & Sons Corporation	,Neponset,MA		Neponset	MA	13
George Lueders & Company	218 Pearl  street,New York,NY	218 Pearl  street	New York	NY	13
George M. Eddy & Company	351 Classon avenue,Brooklyn,NY	351 Classon avenue	Brooklyn	NY	13
George Mabbett & Sons Company	Water and Chilton streets,Plymouth,MA	Water and Chilton streets	Plymouth	MA	13
George P. Ide & Company	529 River street,Troy,NY	529 River street	Troy	NY	13
George S. Cox & Brother Inc	Cambria and Ormes streets,Philadelphia,PA	Cambria and Ormes streets	Philadelphia	PA	13
George Stratford Oakum Company	160 Cornelison avenue,Jersey City,NJ	160 Cornelison avenue	Jersey City	NJ	13
George W. Van Slyke & Horton	471 Broadway,Albany,NY	471 Broadway	Albany	NY	13
George W. Wiedenmayer Inc	,Newark,NJ		Newark	NJ	13
Georgia Railway and Power Company	Electric and Gas building,Atlanta,GA	Electric and Gas building	Atlanta	GA	13
German Artistic Weaving Company	141-145 West Thirty-sixth  street,New York,NY	141-145 West Thirty-sixth  street	New York	NY	13
German-American Portland Cement Works	,La Salle,IL		La Salle	IL	13
Geuder  Paeschke & Frey Company	St Paul avenue and Fifteenth street,Milwaukee,WI	St Paul avenue and Fifteenth street	Milwaukee	WI	13
Gibby Foundry Company	98 Condor street,East Boston,MA	98 Condor street	East Boston	MA	13
Ginn & Company	29 Beacon street,Boston,MA	29 Beacon street	Boston	MA	13
Glamorgan Pipe and Foundry Company	,Lynchburg,VA		Lynchburg	VA	13
Glenshaw Glass Company Inc	Butler plank road,Glenshaw,PA	Butler plank road	Glenshaw	PA	13
Golding Manufacturing Company	,Franklin,MA		Franklin	MA	13
Good Pine Lumber Company	,Good Pine,LA		Good Pine	LA	13
Goodman Manufacturing Company	Forty-eighth place and Halsted street,Chicago,IL	Forty-eighth place and Halsted street	Chicago	IL	13
Goodyear's India Rubber Glove Manufacturing Company	,Naugatuck,CT		Naugatuck	CT	13
Graham Nut Company	1317-1319 West Carson street,Pittsburgh,PA	1317-1319 West Carson street	Pittsburgh	PA	13
Graham-McDougall Silk Company Inc	121-123 East Twenty-fourth  street,New York,NY	121-123 East Twenty-fourth  street	New York	NY	13
Grainger & Company Inc	119-141 North Tenth street,Louisville,KY	119-141 North Tenth street	Louisville	KY	13
Grand Rapids Railway Company	,Grand Rapids,MI		Grand Rapids	MI	13
Grander Stove Company	,Royersford,PA		Royersford	PA	13
Grant Brothers Construction Company	619-621 Security building,Los Angeles,CA	619-621 Security building	Los Angeles	CA	13
Grant Marble Company	Twenty-seventh and Canal streets,Milwaukee,WI	Twenty-seventh and Canal streets	Milwaukee	WI	13
Grant Yarn Company	,Fitchburg,MA		Fitchburg	MA	13
Graphic Arts Company	179 Halbert street,Buffalo,NY	179 Halbert street	Buffalo	NY	13
Graton & Knight Manufacturing Company	98 Bloomingdale road,Worcester,MA	98 Bloomingdale road	Worcester	MA	13
Great Lakes Construction Company	1117 Chamber of Commerce building,Buffalo,NY	1117 Chamber of Commerce building	Buffalo	NY	13
Great Southern Lumber Company	,Bogalusa,LA		Bogalusa	LA	13
Green's Car Wheel Manufacturing Company	3018 North Broadway,St Louis,MO	3018 North Broadway	St Louis	MO	13
Greenstein Clothing Company	841-843  Broadway,New York,NY	841-843  Broadway	New York	NY	13
Griffen H. Deeves Lumber Company	Railway Exchange,Chicago,IL	Railway Exchange	Chicago	IL	13
Griffin Wheel Company	McCormack building,Chicago,IL	McCormack building	Chicago	IL	13
Gulf Lumber Company	Third National Bank building,St Louis,MO	Third National Bank building	St Louis	MO	13
Gurney Electric Elevator Company	,Honesdale,PA		Honesdale	PA	13
Gurney Heater Manufacturing Company	188 Franklin street,Boston,MA	188 Franklin street	Boston	MA	13
H. & L. Chase Bag Company	18 North Main street,St Louis,MO	18 North Main street	St Louis	MO	13
H. A. Kirby	85 Sprague street,Providence,RI	85 Sprague street	Providence	RI	13
H. A. Metz & Company	122 Hudson  street,New York,NY	122 Hudson  street	New York	NY	13
H. A. Romberger	336-340 Bourse building,Philadelphia,PA	336-340 Bourse building	Philadelphia	PA	13
H. B. Hardenburg & Company	58-60 Centre  street,New York,NY	58-60 Centre  street	New York	NY	13
H. B. Rosenthal & Company	707-709  Broadway,New York,NY	707-709  Broadway	New York	NY	13
H. B. Smith Machine Company	,Smithville,NJ		Smithville	NJ	13
H. B. Wiggin's Sons Company	near Walsessing avenue depot,Bloomfield,NJ	near Walsessing avenue depot	Bloomfield	NJ	13
H. Barker 8c Company	202 Chamber of Commerce building,Boston,MA	202 Chamber of Commerce building	Boston	MA	13
H. Berger & Company	3-5 West Eighteenth  street,New York,NY	3-5 West Eighteenth  street	New York	NY	13
H. C. Cohn & Company	212-218 Andrews street,Rochester,NY	212-218 Andrews street	Rochester	NY	13
H. C. White Company	,North Bennington,VT		North Bennington	VT	13
H. D. Dougherty & Company	Seventeenth street and Indiana avenue,Philadelphia,PA	Seventeenth street and Indiana avenue	Philadelphia	PA	13
H. D. Foss & Company Inc	112 Canal street,Boston,MA	112 Canal street	Boston	MA	13
H. G. Vogel Company	12 Walker  street,New York,NY	12 Walker  street	New York	NY	13
H. H. Homfeck & Son	8-14 West Thirty-eighth  street,New York,NY	8-14 West Thirty-eighth  street	New York	NY	13
H. H. Mayhew Company	,Shelburne Falls,MA		Shelburne Falls	MA	13
H. Jaeckel & Sons	16-20 West Thirty-second  street,New York,NY	16-20 West Thirty-second  street	New York	NY	13
H. L. Judd Company	87 Chambers  street,New York,NY	87 Chambers  street	New York	NY	13
H. Raphael Company	643 South Main street,Los Angeles,CA	643 South Main street	Los Angeles	CA	13
H. T. Paiste & Company	Thirty-second and Arch streets,Philadelphia,PA	Thirty-second and Arch streets	Philadelphia	PA	13
H. W. Johns-Manville Company	Madison avenue and Forty-first  street,New York,NY	Madison avenue and Forty-first  street	New York	NY	13
Hale & Kilbum Company	30 Church  street,New York,NY	30 Church  street	New York	NY	13
Hall Printing Press Company	North avenue,Dunellen,NJ	North avenue	Dunellen	NJ	13
Hallet & Davis Piano Company	146 Boylston street,Boston,MA	146 Boylston street	Boston	MA	13
Hamilton  Brown Shoe Company	Twelfth street and Washington avenue,St Louis,MO	Twelfth street and Washington avenue	St Louis	MO	13
Hampden Glazed Paper and Card Company	,Holyoke,MA		Holyoke	MA	13
Hannahs Manufacturing Company	,Kenosha,WI		Kenosha	WI	13
Harbison & Gathright	709 West Main street,Louisville,KY	709 West Main street	Louisville	KY	13
Hardman Peck & Company	433 Fifth Avenue,New York,NY	433 Fifth Avenue	New York	NY	13
Hardwick & Magee Company	1220 Market street,Philadelphia,PA	1220 Market street	Philadelphia	PA	13
Harlan & Hollingsworth Corporation	,Wilmington,DE		Wilmington	DE	13
Harmony Mills	70 Kilby street,Boston,MA	70 Kilby street	Boston	MA	13
Harrisburg Foundry and Machine Works	Seventh and Seneca streets,Harrisburg,PA	Seventh and Seneca streets	Harrisburg	PA	13
Harron  Rickard & McCone	139 Townsend street,San Francisco,CA	139 Townsend street	San Francisco	CA	13
Harsh & Edmonds Shoe Company	694 Hanover street,Milwaukee,WI	694 Hanover street	Milwaukee	WI	13
Hart Grain Weigher Company  	Eaton, Hancock and Water streets,Peoria,IL	Eaton, Hancock and Water streets	Peoria	IL	13
Hartford Carpet Corporation	Madison avenue building,New York,NY	Madison avenue building	New York	NY	13
Harvey Hubbell Inc	State and Bostwick avenues,Bridgeport,CT	State and Bostwick avenues	Bridgeport	CT	13
Hayes Manufacturing Company	480 Maybury Grand avenue,Detroit,MI	480 Maybury Grand avenue	Detroit	MI	13
Hays Manufacturing Company	Twelfth and Liberty streets,Erie,PA	Twelfth and Liberty streets	Erie	PA	13
Heffernan Engine Works	108 Railroad avenue South,Seattle,WA	108 Railroad avenue South	Seattle	WA	13
Heidelberg Wolff & Company	644 Broadway,New York,NY	644 Broadway	New York	NY	13
Heineman Chemical Company	,Olean,NY		Olean	NY	13
Helmholz Mitten Company	,Cudahy,WI		Cudahy	WI	13
Hemingray Glass Company	Second street and Madison avenue,Covington,KY	Second street and Madison avenue	Covington	KY	13
Hendrie & Bolthoff Manufacturing and Supply Company	1635 Seventeenth street,Denver,CO	1635 Seventeenth street	Denver	CO	13
Henry & S. G. Lindeman	Fifth avenue and One Hundred and Forty-second  street,New York,NY	Fifth avenue and One Hundred and Forty-second  street	New York	NY	13
Henry Bower Chemical Manufacturing Company	Gray's Ferry road and Twenty-ninth street,Philadelphia,PA	Gray's Ferry road and Twenty-ninth street	Philadelphia	PA	13
